@relation NormalizedData_MineLIWC_1221

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute label {patient,healthy}

@data
0.36302,0.099426,0.06532,0.043354,0.001734,0.012717,0.001156,0.006359,0.034105,0.028903,0.094801,0.060118,0.048557,0.049135,0.019654,0.120814,0.028325,0.01792,0.008093,0.004624,0.022544,0.029481,0.0237,0.005781,0.001156,0.000578,0.000578,0.055493,0.002312,0.004624,0.001156,0.00289,0.093067,0.012139,0.013295,0.010983,0.020232,0.013873,0.031215,0.013873,0.005203,0.005781,0.001156,0.012139,0.001734,0.005781,0.000578,0.004624,0.043354,0.014451,0.012139,0.008093,0.009249,0.002312,0.014451,0.103472,0.009827,0.095957,0.016764,0.047979,0.03584,0.022544,0.013873,0.001734,0.006937,0.001156,0,0.007515,0.000578,0,0.005203,0.001734,0,0,0.272265,0.598867,0.10116,0.660141,healthy
0.408121,0.136963,0.098918,0.061564,0.008301,0.025594,0.002767,0.000692,0.038045,0.036662,0.095459,0.069865,0.035278,0.051188,0.014526,0.126587,0.036662,0.020752,0.013835,0.005534,0.016602,0.035278,0.027669,0.005534,0.000692,0.001383,0.001383,0.073324,0.002767,0.003459,0.006226,0.001383,0.079549,0.026978,0.011068,0.008993,0.01591,0.006226,0.017985,0.013835,0.007609,0.00415,0.002075,0.011068,0.004842,0.002075,0.001383,0.003459,0.05603,0.022135,0.014526,0.017985,0.008993,0.000692,0.008993,0.100993,0.013143,0.105143,0.017293,0.047038,0.042196,0.031128,0.020752,0.006226,0.005534,0,0.000692,0.013835,0.001383,0,0.009684,0.002075,0,0,0.322347,0.670288,0.11967,0.748453,healthy
0.173083,0.053808,0.037666,0.030491,0.001794,0,0.003587,0.001794,0.016142,0.017039,0.030491,0.04215,0.02242,0.017936,0.013452,0.060983,0.012555,0.007174,0.008071,0.004484,0.009865,0.008968,0.007174,0.001794,0,0,0.000897,0.032285,0.000897,0.005381,0.00269,0.003587,0.033182,0.005381,0.001794,0.005381,0.007174,0.003587,0.011658,0.008071,0.00269,0.005381,0,0.007174,0.000897,0.001794,0,0.004484,0.018833,0.013452,0.001794,0.003587,0.000897,0,0.008071,0.037666,0.009865,0.040356,0.005381,0.014349,0.020627,0.005381,0.010762,0,0.001794,0,0.000897,0.003587,0,0.000897,0.00269,0,0,0,0.185639,0.278906,0.054705,0.321056,healthy
0.362419,0.121743,0.080538,0.05338,0.003746,0.01592,0.004682,0.002809,0.041205,0.023412,0.087093,0.071173,0.033713,0.05057,0.014047,0.115187,0.023412,0.038396,0.007492,0.006555,0.009365,0.037459,0.032777,0.004682,0.000936,0.001873,0.001873,0.063681,0.003746,0.005619,0.001873,0.002809,0.067427,0.014047,0.004682,0.010301,0.024349,0.008428,0.022476,0.016857,0.009365,0.004682,0.001873,0.006555,0.002809,0.000936,0,0,0.038396,0.023412,0.005619,0.006555,0.005619,0,0.011238,0.086156,0.017793,0.073046,0.012174,0.026222,0.033713,0.009365,0.016857,0.003746,0.007492,0.002809,0,0.016857,0,0.000936,0.011238,0.004682,0,0,0.256597,0.559081,0.0693,0.608714,healthy
0.265665,0.088772,0.052872,0.036553,0.003264,0.013055,0,0,0.035901,0.020235,0.043733,0.050261,0.041123,0.025457,0.020888,0.087467,0.023499,0.012402,0.009791,0.003264,0.011097,0.02154,0.012402,0.008486,0.003264,0.001958,0.001305,0.035901,0.000653,0.003916,0,0,0.082245,0.012402,0.011097,0.010444,0.029373,0.003916,0.02154,0.008486,0.004569,0.001958,0.001958,0.003916,0.001305,0.003264,0,0,0.02154,0.009138,0.003916,0.005222,0.002611,0.001958,0.013055,0.058746,0.009791,0.06201,0.009138,0.023499,0.030026,0.009791,0.003916,0,0.001958,0,0.000653,0.018929,0,0.001958,0.013708,0.004569,0,0,0.1906,0.430807,0.057441,0.454306,healthy
0.221634,0.075699,0.056189,0.037459,0,0.013267,0.001561,0.003902,0.01951,0.024192,0.03824,0.041361,0.031216,0.024973,0.014828,0.067895,0.013267,0.012486,0.002341,0.001561,0.007804,0.023412,0.017169,0.004682,0.00078,0,0.001561,0.042922,0.001561,0.001561,0.001561,0.003122,0.053067,0.009365,0.010145,0.005463,0.02029,0.006243,0.013267,0.012486,0.004682,0.006243,0.001561,0.007024,0.002341,0.002341,0.00078,0.00078,0.01951,0.009365,0.003122,0.006243,0.002341,0.00078,0.005463,0.056189,0.007024,0.03824,0.005463,0.014047,0.01873,0.010145,0.010926,0.002341,0.002341,0.001561,0.00078,0.011706,0.00078,0.003902,0.005463,0,0.001561,0,0.19432,0.34962,0.05775,0.373812,healthy
0.321784,0.118046,0.078697,0.049842,0.002623,0.020986,0.002623,0.002623,0.039349,0.018363,0.063832,0.063832,0.044595,0.047218,0.009619,0.112799,0.027981,0.012242,0.010493,0.000874,0.009619,0.034102,0.027107,0.006121,0.001749,0.000874,0.002623,0.052465,0.002623,0.004372,0.001749,0.002623,0.08919,0.020986,0.010493,0.010493,0.026232,0.006121,0.024484,0.013116,0.004372,0.003498,0.005246,0.004372,0,0.000874,0.000874,0.002623,0.034102,0.014865,0.009619,0.005246,0.006995,0,0.012242,0.098809,0.013991,0.066455,0.008744,0.020986,0.038474,0.013116,0.015739,0.002623,0.002623,0.000874,0,0.025358,0,0.000874,0.019237,0.005246,0,0,0.241338,0.511531,0.063832,0.551754,healthy
0.214653,0.075616,0.051224,0.025205,0.003252,0.017075,0.003252,0.002439,0.024392,0.023579,0.043093,0.039028,0.025205,0.030897,0.000813,0.078056,0.017075,0.008944,0.004878,0.004065,0.005692,0.019514,0.015448,0.004065,0,0.000813,0.000813,0.045532,0.004878,0.003252,0.000813,0.004065,0.052037,0.016262,0.005692,0.008944,0.017075,0.005692,0.008944,0.008131,0.006505,0.000813,0,0.006505,0,0.002439,0.000813,0.003252,0.030897,0.009757,0.009757,0.007318,0.005692,0.000813,0.011383,0.054476,0.008944,0.055289,0.013822,0.020327,0.021953,0.014635,0.005692,0.000813,0.001626,0,0,0.002439,0.000813,0.000813,0,0.000813,0,0,0.222784,0.360194,0.068299,0.404913,healthy
0.1133,0.037148,0.026003,0.020431,0,0.004643,0.000929,0,0.011144,0.010216,0.022289,0.016716,0.016716,0.016716,0.005572,0.043649,0.012073,0.003715,0.006501,0.002786,0.006501,0.010216,0.00743,0.002786,0.000929,0,0.000929,0.016716,0.000929,0.000929,0,0.001857,0.033433,0.004643,0.006501,0.001857,0.012073,0.003715,0.009287,0.010216,0.000929,0.006501,0.002786,0.005572,0,0.005572,0,0,0.018574,0.004643,0.005572,0.004643,0.004643,0.000929,0.005572,0.034362,0.002786,0.036219,0.005572,0.012073,0.017645,0.005572,0.010216,0.001857,0.000929,0.001857,0.000929,0.016716,0,0.001857,0.012073,0.002786,0,0,0.159735,0.226601,0.040862,0.252604,healthy
0.135213,0.053067,0.042163,0.036348,0.000727,0.002908,0.002181,0,0.010904,0.008723,0.028351,0.022535,0.015993,0.010177,0.006543,0.046525,0.007996,0.005816,0.003635,0,0.005816,0.011631,0.00945,0.001454,0,0.001454,0,0.020355,0.002181,0.003635,0.002908,0.002181,0.029805,0.010177,0.004362,0.003635,0.005089,0.003635,0.007996,0.008723,0.004362,0.002908,0.001454,0.002908,0.000727,0.000727,0,0.000727,0.013812,0.00727,0.002181,0.002908,0.002181,0.000727,0.010177,0.035621,0.003635,0.03344,0.006543,0.015266,0.011631,0.007996,0.00727,0.002181,0.002181,0.002181,0.000727,0.005089,0,0,0.002181,0.002181,0,0,0.146117,0.225355,0.034894,0.254433,healthy
0.178132,0.045765,0.032388,0.023235,0.001408,0.005633,0.000704,0.001408,0.013378,0.021826,0.059143,0.023939,0.017602,0.021122,0.004224,0.047877,0.016194,0.008449,0.004224,0.004224,0.007041,0.014082,0.012673,0.000704,0,0,0.000704,0.026051,0.004929,0.001408,0,0.002112,0.0345,0.004929,0.005633,0.004224,0.009857,0.00352,0.008449,0.006337,0.004929,0.000704,0.000704,0.009857,0.000704,0.001408,0,0.006337,0.03098,0.012673,0.007745,0.009153,0.009857,0,0.007041,0.028163,0.006337,0.048582,0.00352,0.021122,0.023939,0.016898,0.014082,0.00352,0.002816,0,0,0.007041,0,0.002112,0.002816,0.001408,0,0,0.185877,0.309091,0.048582,0.344999,healthy
0.118695,0.038257,0.029429,0.0206,0.000981,0.005886,0.000981,0.000981,0.008829,0.005886,0.019619,0.021581,0.012752,0.013733,0.0206,0.045124,0.007848,0.001962,0.005886,0.000981,0.004905,0.006867,0.002943,0.003924,0.000981,0.000981,0.000981,0.028448,0.000981,0.001962,0,0.001962,0.030409,0.008829,0.001962,0.002943,0.00981,0.001962,0.007848,0.00981,0.003924,0.005886,0,0.002943,0.000981,0,0,0.001962,0.012752,0.007848,0.002943,0.002943,0.000981,0.000981,0.001962,0.042181,0.003924,0.034333,0.005886,0.007848,0.019619,0.00981,0.004905,0.000981,0,0,0.001962,0.005886,0,0,0.003924,0.001962,0,0,0.13439,0.213847,0.033352,0.2266,healthy
0.311779,0.107616,0.078098,0.06334,0.00246,0.006764,0.00246,0.003075,0.028903,0.025828,0.073179,0.052271,0.035052,0.036897,0.011069,0.090397,0.030747,0.014759,0.006149,0.00492,0.015374,0.030747,0.023983,0.006764,0.000615,0.001845,0.00246,0.051656,0.00369,0.005535,0.00123,0.004305,0.079943,0.017219,0.011684,0.009224,0.026443,0.010454,0.018448,0.013529,0.004305,0.004305,0.004305,0.012914,0.00246,0.001845,0,0.00492,0.046121,0.019063,0.011684,0.009839,0.007994,0.00246,0.012914,0.070719,0.016604,0.075639,0.013529,0.026443,0.035052,0.023368,0.012299,0.001845,0.00492,0,0,0.015989,0.00123,0.00246,0.010454,0.001845,0,0,0.246594,0.537465,0.099007,0.582971,healthy
0.145449,0.041939,0.02677,0.016062,0.000892,0.008923,0.000892,0,0.015169,0.012493,0.033908,0.018739,0.034801,0.021416,0.008031,0.03837,0.012493,0.004462,0.008923,0,0.005354,0.019631,0.013385,0.006246,0.000892,0.001785,0.001785,0.0232,0,0.002677,0,0.003569,0.041939,0.005354,0.007139,0.001785,0.013385,0.003569,0.016954,0.006246,0.001785,0.002677,0.001785,0.005354,0.003569,0.000892,0.000892,0,0.015169,0.005354,0.002677,0.001785,0.003569,0.001785,0.004462,0.030339,0.005354,0.054432,0.008923,0.021416,0.024985,0.009816,0.004462,0.000892,0.007139,0.000892,0,0.0116,0,0.000892,0.008031,0.002677,0,0,0.185603,0.255204,0.045508,0.289113,healthy
0.220719,0.080449,0.049507,0.041256,0.001031,0.004126,0,0.003094,0.030942,0.016502,0.040224,0.038162,0.031973,0.029911,0.00722,0.067041,0.011345,0.006188,0.00722,0,0.009283,0.009283,0.009283,0,0,0,0,0.023722,0,0.001031,0,0,0.055695,0.008251,0.009283,0.006188,0.016502,0.005157,0.013408,0.00722,0.002063,0.004126,0,0.003094,0.002063,0,0,0.001031,0.022691,0.005157,0.00722,0.006188,0.006188,0,0.012377,0.046413,0.010314,0.039193,0.00722,0.015471,0.017534,0.023722,0.006188,0,0.002063,0,0,0.005157,0.001031,0.002063,0.002063,0,0,0,0.188746,0.334173,0.062915,0.359958,healthy
0.158593,0.052283,0.041827,0.032241,0,0.008714,0,0.000871,0.010457,0.019171,0.033984,0.024399,0.017428,0.018299,0.003486,0.052283,0.013071,0.005228,0.006971,0.005228,0.002614,0.009585,0.007843,0.001743,0.000871,0,0.000871,0.030499,0.000871,0.001743,0,0,0.023528,0.0061,0.001743,0.005228,0.006971,0.003486,0.005228,0.011328,0.005228,0.004357,0.000871,0.005228,0.001743,0,0,0.003486,0.011328,0.005228,0.001743,0.003486,0.000871,0,0.005228,0.041827,0.004357,0.044441,0.007843,0.016556,0.022656,0.011328,0.011328,0.002614,0.003486,0,0,0.002614,0,0.000871,0.001743,0,0,0,0.190834,0.266645,0.049669,0.321543,healthy
0.30482,0.09248,0.066926,0.048674,0.001217,0.006693,0.006693,0.003651,0.025554,0.03103,0.063884,0.051716,0.045632,0.033463,0.016427,0.097956,0.023728,0.012777,0.004259,0.003651,0.015819,0.027379,0.022512,0.004867,0.001217,0.000608,0.001825,0.047457,0.006084,0.004259,0.007301,0.006084,0.087004,0.012777,0.004867,0.016427,0.043198,0.007909,0.020686,0.014602,0.007909,0.004259,0.001217,0.007301,0.001825,0.001825,0.000608,0.004259,0.038331,0.015211,0.007909,0.009735,0.006693,0.001217,0.007301,0.082745,0.016427,0.082745,0.008518,0.027379,0.051107,0.012777,0.017644,0.006084,0.007301,0.001217,0,0.022512,0.000608,0.003042,0.017644,0.001217,0,0,0.216598,0.530544,0.070577,0.561574,healthy
0.285163,0.106107,0.07737,0.059685,0.003316,0.004421,0.004974,0.004974,0.028737,0.020448,0.060238,0.059133,0.024316,0.035369,0.019895,0.109976,0.021,0.009395,0.012158,0.004974,0.014921,0.025974,0.019342,0.006079,0.002211,0.001658,0.000553,0.043659,0.006079,0.002211,0.003316,0.004421,0.06687,0.019342,0.011053,0.007184,0.017685,0.005526,0.016027,0.017132,0.006079,0.009395,0.001658,0.007184,0.001105,0.002211,0,0.003868,0.032606,0.013816,0.007737,0.008842,0.002763,0.001658,0.016579,0.091186,0.005526,0.06687,0.014921,0.024869,0.028185,0.008842,0.014369,0.005526,0.003868,0.001105,0.000553,0.006079,0,0,0.002763,0.003316,0,0,0.193425,0.457588,0.052501,0.493509,patient
0.286521,0.092817,0.074253,0.068604,0,0,0.004036,0.001614,0.018563,0.029056,0.078289,0.052462,0.023406,0.028249,0.012107,0.106537,0.024213,0.016142,0.004036,0.00565,0.010492,0.016949,0.012914,0.004036,0,0,0.002421,0.045198,0.003228,0.009685,0.000807,0.007264,0.074253,0.016949,0.007264,0.016949,0.020178,0.000807,0.016949,0.015335,0.011299,0.001614,0.002421,0.007264,0.001614,0.003228,0,0.002421,0.046005,0.018563,0.009685,0.012107,0.00565,0.002421,0.011299,0.081517,0.013721,0.056497,0.003228,0.03067,0.022599,0.033898,0.007264,0.002421,0.003228,0.000807,0.000807,0.003228,0,0,0.000807,0.001614,0,0,0.192897,0.472961,0.089588,0.497981,patient
0.310799,0.100321,0.079667,0.050652,0.003934,0.004426,0.01377,0.006885,0.020654,0.03344,0.080159,0.048193,0.029014,0.039833,0.008852,0.095895,0.020163,0.011311,0.007868,0.003442,0.00836,0.02213,0.018195,0.003934,0.000984,0.000984,0.000492,0.057045,0.003934,0.004918,0.01672,0.002459,0.04721,0.007868,0.004426,0.008852,0.010819,0.004426,0.013278,0.017212,0.010327,0.006393,0.000492,0.011311,0.000984,0.003442,0.000492,0.006885,0.031473,0.014753,0.004426,0.007377,0.005409,0.002951,0.016228,0.065897,0.015737,0.090486,0.019671,0.036883,0.035899,0.012294,0.017704,0.002951,0.007377,0.000984,0,0.003934,0,0.000492,0.002951,0.000492,0,0,0.223755,0.497671,0.063438,0.544881,patient
0.280849,0.110031,0.078484,0.058093,0.001924,0.012696,0.001924,0.003847,0.031547,0.030009,0.048475,0.051938,0.028854,0.032317,0.008079,0.100413,0.016158,0.005001,0.011926,0.005001,0.008849,0.017313,0.010772,0.00654,0.001154,0.001539,0.001539,0.049245,0.004617,0.002308,0.004232,0.002308,0.056555,0.008464,0.010003,0.014235,0.012696,0.00731,0.012696,0.02116,0.008849,0.010388,0.001154,0.011542,0.003847,0.003463,0.001539,0.002308,0.020775,0.007695,0.003847,0.003847,0.004617,0.001154,0.022314,0.067712,0.009233,0.06271,0.013465,0.024238,0.025392,0.004617,0.008464,0.003463,0.002308,0.001539,0.000385,0.006925,0.002693,0.000769,0.002308,0.001539,0,0,0.162739,0.430507,0.045013,0.464748,patient
0.238797,0.09097,0.072492,0.063253,0.004264,0.000711,0.002843,0.001421,0.017768,0.017057,0.049039,0.041932,0.031982,0.024164,0.012793,0.095235,0.021321,0.00995,0.006396,0.002132,0.014214,0.021321,0.013503,0.007818,0.002132,0,0.004264,0.042642,0.011371,0.002132,0.007818,0.001421,0.063964,0.018478,0.007107,0.003554,0.023453,0.007107,0.009239,0.00995,0.002843,0.004975,0.002132,0.010661,0.002132,0.001421,0,0.005686,0.041932,0.0199,0.012793,0.007818,0.003554,0.001421,0.007818,0.071071,0.016346,0.066096,0.012082,0.023453,0.031982,0.016346,0.013503,0.006396,0.007107,0,0.000711,0.007107,0,0,0.005686,0.001421,0,0,0.216055,0.427134,0.064674,0.454852,patient
0.333194,0.131988,0.092756,0.068096,0.003923,0.01205,0.006165,0.002522,0.039232,0.022699,0.054925,0.059689,0.044837,0.043996,0.015413,0.12162,0.016253,0.010649,0.019896,0.004764,0.008687,0.019896,0.014572,0.004764,0.001401,0.001401,0.001121,0.053524,0.000841,0.004764,0.004764,0.003923,0.077904,0.015693,0.007006,0.01205,0.027743,0.003083,0.025221,0.019336,0.006726,0.006445,0.004203,0.008127,0.001962,0.000841,0.00028,0.005044,0.031386,0.01177,0.005605,0.006445,0.008967,0.001401,0.017655,0.088273,0.015413,0.081827,0.018775,0.027743,0.037831,0.005885,0.008687,0.004764,0.002522,0,0.00028,0.006726,0.00056,0.001401,0.002802,0.001401,0,0,0.14572,0.503574,0.04904,0.53552,patient
0.179764,0.071115,0.059263,0.055312,0.000988,0.000988,0.000988,0.000988,0.011853,0.01284,0.044447,0.031607,0.016791,0.015803,0.004939,0.064201,0.011853,0.007902,0.006914,0.001975,0.004939,0.018767,0.014816,0.003951,0.001975,0.000988,0.000988,0.027656,0.007902,0.000988,0.003951,0.000988,0.031607,0.010865,0.004939,0.002963,0.005926,0.002963,0.004939,0.013828,0.003951,0.004939,0.004939,0.005926,0.001975,0.000988,0,0.001975,0.022717,0.010865,0.004939,0.004939,0.003951,0.000988,0.011853,0.048398,0.004939,0.040496,0.008889,0.01284,0.018767,0.005926,0.01284,0.006914,0.003951,0.004939,0.000988,0.005926,0,0,0.003951,0.001975,0,0,0.182727,0.303228,0.042472,0.331872,patient
0.154865,0.055112,0.039681,0.028107,0.000551,0.00992,0.001102,0,0.015431,0.014329,0.031414,0.028658,0.017636,0.008818,0.011022,0.053459,0.013778,0.006062,0.007165,0.001102,0.007716,0.01488,0.011022,0.003307,0.000551,0.001102,0.000551,0.029209,0.000551,0.000551,0.000551,0.001102,0.041885,0.008818,0.00496,0.004409,0.010471,0.006062,0.010471,0.014329,0.004409,0.006613,0.003307,0.006062,0.000551,0.001653,0.001102,0.002204,0.008267,0.002756,0.001653,0.001102,0.001653,0.001102,0.006062,0.045743,0.001653,0.025352,0.006062,0.011574,0.00992,0.004409,0.011022,0.000551,0.001102,0.000551,0.000551,0.003858,0,0,0.003307,0.000551,0,0,0.15266,0.251311,0.03913,0.294849,patient
0.074875,0.024364,0.017827,0.013668,0,0.003565,0,0.000594,0.006537,0.008914,0.019016,0.013073,0.008914,0.005942,0.007725,0.024364,0.004754,0.001188,0.003565,0.001783,0.00416,0.013073,0.010696,0.001188,0,0,0.001188,0.014262,0.003565,0.000594,0,0.00416,0.02377,0.004754,0.003565,0.002971,0.005348,0.005942,0.002971,0.010102,0.003565,0.004754,0.000594,0.006537,0.002971,0.001188,0,0.001188,0.006537,0.002971,0.001783,0.002377,0,0,0.002971,0.01961,0.002971,0.020799,0.002971,0.010696,0.005942,0.003565,0.007725,0.002377,0.001188,0,0,0.002971,0,0.000594,0.001188,0.001188,0,0,0.103993,0.144996,0.021393,0.168171,patient
0.303485,0.118946,0.094472,0.061186,0.004405,0.017132,0.007342,0.004405,0.024475,0.026922,0.065102,0.049439,0.035733,0.037201,0.010769,0.110136,0.020559,0.013706,0.00979,0.001468,0.005384,0.020559,0.014195,0.005874,0.001468,0.000979,0.000979,0.066571,0.004405,0.003916,0.006363,0.005874,0.054823,0.013706,0.0093,0.007342,0.010279,0.006853,0.014685,0.026922,0.00979,0.011258,0.005874,0.013216,0.004405,0.002937,0,0.005874,0.042586,0.015664,0.007832,0.008321,0.010769,0.002447,0.014195,0.088108,0.010279,0.07734,0.016643,0.031327,0.029369,0.015664,0.015664,0.005874,0.003426,0.002937,0,0.007342,0,0.000489,0.003916,0.001958,0,0,0.232998,0.506134,0.079298,0.557531,patient
0.326952,0.12362,0.097275,0.06485,0.002702,0.022968,0.003378,0.003378,0.026345,0.018239,0.053366,0.074983,0.038505,0.035127,0.015537,0.129025,0.014186,0.009457,0.011484,0.002702,0.008782,0.016213,0.010133,0.00608,0.002027,0.003378,0,0.054717,0.003378,0.001351,0.005404,0.002702,0.06485,0.011484,0.010133,0.010808,0.020266,0.006755,0.01351,0.018915,0.009457,0.007431,0.001351,0.010133,0.002027,0.002027,0,0.005404,0.017564,0.004729,0.00608,0.004053,0.004729,0.000676,0.014861,0.100653,0.012835,0.074983,0.015537,0.022968,0.041207,0.006755,0.011484,0.004053,0.007431,0.000676,0.002027,0.006755,0.000676,0,0.003378,0.002702,0,0,0.219544,0.497859,0.056068,0.528933,patient
0.132369,0.036927,0.02102,0.015907,0,0.003409,0.000568,0.001136,0.015907,0.01193,0.035791,0.027269,0.010794,0.014203,0.010794,0.047153,0.016475,0.006249,0.005113,0.001136,0.005113,0.02102,0.017043,0.003977,0.000568,0.001136,0.000568,0.016475,0.002272,0.002841,0.001704,0.000568,0.034654,0.006817,0.005113,0.005681,0.005681,0.003977,0.009658,0.005113,0.002841,0.001136,0.000568,0.011362,0.004545,0.001136,0.000568,0.005113,0.014771,0.003977,0.004545,0.003977,0.006249,0.001704,0.005681,0.034086,0.002841,0.043176,0.007953,0.016475,0.020452,0.00909,0.005681,0.000568,0.002272,0.000568,0.000568,0.003977,0,0.001136,0.001136,0.001136,0,0,0.153957,0.234628,0.06306,0.265874,patient
0.180153,0.065173,0.043979,0.033911,0.00053,0.005299,0.002649,0.00159,0.021195,0.013247,0.03709,0.033911,0.017485,0.024904,0.007418,0.072061,0.012187,0.006888,0.010067,0.005299,0.003709,0.017485,0.012187,0.005299,0.00053,0.002119,0.00053,0.034971,0.003179,0.002649,0.004769,0.005828,0.04027,0.014306,0.006888,0.003179,0.007418,0.002119,0.010067,0.013776,0.004769,0.004769,0.004239,0.005299,0.003179,0.00159,0.00106,0.00159,0.015366,0.003709,0.002119,0.005299,0.003709,0.00053,0.015366,0.054046,0.006358,0.04027,0.010597,0.016426,0.014306,0.004239,0.005828,0.00159,0.002119,0.00053,0.002119,0.008478,0.00159,0,0.003709,0.00053,0.00106,0,0.137764,0.293544,0.031792,0.315268,patient
0.15112,0.055088,0.046155,0.032011,0.001489,0.008933,0.001489,0.002233,0.008933,0.018611,0.036477,0.023078,0.011911,0.016378,0.004467,0.056577,0.012655,0.008189,0.002233,0.002978,0.005211,0.018611,0.014889,0.003722,0.000744,0.001489,0.001489,0.031266,0.004467,0.001489,0.004467,0.002233,0.030522,0.008933,0.002233,0.007444,0.005955,0.002978,0.005955,0.0134,0.008189,0.002978,0.002233,0.008189,0.000744,0.000744,0,0.005211,0.019355,0.008933,0.002978,0.005211,0.003722,0.000744,0.005955,0.045411,0.005211,0.0335,0.007444,0.0134,0.0134,0.010422,0.014889,0.002233,0.000744,0.000744,0,0.001489,0,0,0.000744,0,0.000744,0,0.16452,0.267997,0.035733,0.292563,patient
0.16455,0.054501,0.045068,0.034063,0.00524,0.003144,0.001572,0.001048,0.009433,0.017818,0.034587,0.02463,0.023582,0.020962,0.003144,0.058169,0.016769,0.007861,0.002096,0.005765,0.013101,0.011529,0.008909,0.00262,0.000524,0.000524,0.001048,0.038779,0.006289,0.002096,0.004192,0.003144,0.048212,0.009957,0.006813,0.00262,0.02201,0.004716,0.006813,0.013101,0.007337,0.004192,0.001572,0.006289,0.002096,0.002096,0.001048,0.001048,0.029347,0.015197,0.006289,0.007861,0.003144,0,0.004192,0.042972,0.008385,0.055549,0.014149,0.016245,0.025154,0.009433,0.013101,0.002096,0.002096,0.006289,0,0.003668,0.000524,0,0.001048,0.001572,0,0,0.176079,0.325957,0.049784,0.368404,patient
0.599196,0.206002,0.155397,0.110614,0.008957,0.013435,0.012539,0.009852,0.050605,0.070309,0.127632,0.092701,0.058218,0.087327,0.018809,0.194358,0.039857,0.022391,0.014778,0.012091,0.027318,0.055531,0.043439,0.012091,0.000448,0.003135,0.004926,0.117331,0.01657,0.003583,0.022839,0.003583,0.130318,0.020152,0.01657,0.020152,0.043439,0.018361,0.042992,0.030452,0.008509,0.013883,0.007165,0.024183,0.008061,0.008509,0.000896,0.005374,0.08867,0.027765,0.014778,0.029557,0.021944,0.003583,0.033587,0.139723,0.023287,0.139275,0.028213,0.051053,0.061801,0.043439,0.012987,0.005822,0.014331,0.007613,0.000448,0.012987,0.000896,0,0.008061,0.00403,0,0,0.310346,0.995526,0.131662,1.063148,patient
0.316851,0.11465,0.089635,0.074349,0.00139,0.011118,0.00139,0.00139,0.025015,0.030573,0.070875,0.052809,0.037522,0.039606,0.008338,0.099363,0.02293,0.010423,0.008338,0.009728,0.011118,0.02293,0.016676,0.005559,0,0.000695,0.003474,0.039606,0.004169,0.00139,0.00139,0.002779,0.054893,0.009728,0.010423,0.007643,0.013202,0.007643,0.013897,0.013202,0.003474,0.004169,0.005559,0.013897,0.000695,0.009728,0.000695,0.002779,0.030573,0.009033,0.006254,0.009033,0.006948,0.000695,0.013897,0.072264,0.014592,0.084077,0.011812,0.031963,0.043081,0.018066,0.012507,0.002085,0.004169,0.002085,0.000695,0.004169,0,0.00139,0.002085,0.000695,0,0,0.243197,0.516968,0.063926,0.561438,patient
0.28859,0.101541,0.072529,0.054206,0.003817,0.007635,0.003817,0.003054,0.029012,0.025958,0.063368,0.050389,0.023667,0.0397,0.010689,0.097724,0.016796,0.015269,0.003817,0.003054,0.009925,0.020614,0.016033,0.004581,0,0.000763,0.00229,0.043518,0.006871,0.00229,0.003054,0.006108,0.064131,0.009162,0.007635,0.012979,0.019087,0.005344,0.021377,0.011452,0.003817,0.004581,0.00229,0.012215,0.003817,0.00229,0,0.006108,0.024431,0.011452,0.003054,0.006108,0.006871,0,0.008398,0.064131,0.016796,0.062604,0.011452,0.021377,0.031302,0.018323,0.009162,0.003817,0.001527,0.000763,0,0.009162,0.000763,0.000763,0.007635,0,0,0,0.208426,0.45579,0.063368,0.491672,patient
